Result_num	GO_Category	GO_ID	GO_Term	Annotated	Significant	Expected	weight01Fisher	Tissue	Comparison	Expression
19	BP	GO:0042178	xenobiotic catabolic process	7	1	0.02	0.02162	liver	both_bsaluniq	up
20	BP	GO:0070831	basement membrane assembly	7	1	0.02	0.02162	liver	both_bsaluniq	up
21	BP	GO:0007567	parturition	8	1	0.02	0.02467	liver	both_bsaluniq	up
22	BP	GO:0035999	tetrahydrofolate interconversion	8	1	0.02	0.02467	liver	both_bsaluniq	up
23	BP	GO:0042755	eating behavior	8	1	0.02	0.02467	liver	both_bsaluniq	up
24	BP	GO:0042424	catecholamine catabolic process	8	1	0.02	0.02467	liver	both_bsaluniq	up
25	BP	GO:0006853	carnitine shuttle	8	1	0.02	0.02467	liver	both_bsaluniq	up
26	BP	GO:0002523	leukocyte migration involved in inflamma...	9	1	0.03	0.02771	liver	both_bsaluniq	up
27	BP	GO:1903753	negative regulation of p38MAPK cascade	9	1	0.03	0.02771	liver	both_bsaluniq	up
28	BP	GO:0006782	protoporphyrinogen IX biosynthetic proce...	9	1	0.03	0.02771	liver	both_bsaluniq	up
29	BP	GO:0050832	defense response to fungus	10	1	0.03	0.03074	liver	both_bsaluniq	up
30	BP	GO:0036149	phosphatidylinositol acyl-chain remodeli...	10	1	0.03	0.03074	liver	both_bsaluniq	up
31	BP	GO:0043568	positive regulation of insulin-like grow...	10	1	0.03	0.03074	liver	both_bsaluniq	up
32	BP	GO:0035338	long-chain fatty-acyl-CoA biosynthetic p...	10	1	0.03	0.03074	liver	both_bsaluniq	up
33	BP	GO:0001676	long-chain fatty acid metabolic process	68	4	0.21	0.03162	liver	both_bsaluniq	up
34	BP	GO:0030334	regulation of cell migration	777	6	2.42	0.03181	liver	both_bsaluniq	up
35	BP	GO:0042761	very long-chain fatty acid biosynthetic ...	11	1	0.03	0.03377	liver	both_bsaluniq	up
36	BP	GO:0014733	regulation of skeletal muscle adaptation	11	1	0.03	0.03377	liver	both_bsaluniq	up
37	BP	GO:0036152	phosphatidylethanolamine acyl-chain remo...	11	1	0.03	0.03377	liver	both_bsaluniq	up
38	BP	GO:0060056	mammary gland involution	11	1	0.03	0.03377	liver	both_bsaluniq	up
39	BP	GO:0060009	Sertoli cell development	11	1	0.03	0.03377	liver	both_bsaluniq	up
40	BP	GO:0016114	terpenoid biosynthetic process	11	1	0.03	0.03377	liver	both_bsaluniq	up
41	BP	GO:0009086	methionine biosynthetic process	11	1	0.03	0.03377	liver	both_bsaluniq	up
42	BP	GO:0036151	phosphatidylcholine acyl-chain remodelin...	12	1	0.04	0.03678	liver	both_bsaluniq	up
43	BP	GO:0035902	response to immobilization stress	12	1	0.04	0.03678	liver	both_bsaluniq	up
44	BP	GO:0046085	adenosine metabolic process	12	1	0.04	0.03678	liver	both_bsaluniq	up
45	BP	GO:0045821	positive regulation of glycolytic proces...	12	1	0.04	0.03678	liver	both_bsaluniq	up
46	BP	GO:0032956	regulation of actin cytoskeleton organiz...	357	3	1.11	0.03705	liver	both_bsaluniq	up
47	BP	GO:0002675	positive regulation of acute inflammator...	13	1	0.04	0.03979	liver	both_bsaluniq	up
48	BP	GO:1901564	organonitrogen compound metabolic proces...	5360	17	16.71	0.04075	liver	both_bsaluniq	up
49	BP	GO:0031069	hair follicle morphogenesis	14	1	0.04	0.04278	liver	both_bsaluniq	up
50	BP	GO:1902946	protein localization to early endosome	14	1	0.04	0.04278	liver	both_bsaluniq	up
51	BP	GO:0044794	positive regulation by host of viral pro...	14	1	0.04	0.04278	liver	both_bsaluniq	up
52	BP	GO:0044387	negative regulation of protein kinase ac...	14	1	0.04	0.04278	liver	both_bsaluniq	up
53	BP	GO:0008210	estrogen metabolic process	14	1	0.04	0.04278	liver	both_bsaluniq	up
54	BP	GO:0006744	ubiquinone biosynthetic process	14	1	0.04	0.04278	liver	both_bsaluniq	up
55	BP	GO:0043508	negative regulation of JUN kinase activi...	14	1	0.04	0.04278	liver	both_bsaluniq	up
56	BP	GO:0000038	very long-chain fatty acid metabolic pro...	26	2	0.08	0.04478	liver	both_bsaluniq	up
57	BP	GO:0035970	peptidyl-threonine dephosphorylation	15	1	0.05	0.04577	liver	both_bsaluniq	up
58	BP	GO:0044342	type B pancreatic cell proliferation	15	1	0.05	0.04577	liver	both_bsaluniq	up
59	BP	GO:0046040	IMP metabolic process	15	1	0.05	0.04577	liver	both_bsaluniq	up
60	BP	GO:0008209	androgen metabolic process	15	1	0.05	0.04577	liver	both_bsaluniq	up
61	BP	GO:0090335	regulation of brown fat cell differentia...	16	1	0.05	0.04875	liver	both_bsaluniq	up
62	BP	GO:0042135	neurotransmitter catabolic process	16	1	0.05	0.04875	liver	both_bsaluniq	up
1	CC	GO:0005833	hemoglobin complex	5	5	0.02	4.30E-13	liver	both_bsaluniq	up
2	CC	GO:0005743	mitochondrial inner membrane	356	7	1.24	0.0011	liver	both_bsaluniq	up
3	CC	GO:0005811	lipid droplet	78	3	0.27	0.0025	liver	both_bsaluniq	up
4	CC	GO:0005782	peroxisomal matrix	32	2	0.11	0.0055	liver	both_bsaluniq	up
5	CC	GO:0005778	peroxisomal membrane	46	2	0.16	0.0112	liver	both_bsaluniq	up
6	CC	GO:0042627	chylomicron	5	1	0.02	0.0173	liver	both_bsaluniq	up
7	CC	GO:0005938	cell cortex	312	4	1.09	0.0233	liver	both_bsaluniq	up
8	CC	GO:0005737	cytoplasm	10529	46	36.75	0.0253	liver	both_bsaluniq	up
9	CC	GO:0034364	high-density lipoprotein particle	9	1	0.03	0.031	liver	both_bsaluniq	up
10	CC	GO:0005759	mitochondrial matrix	345	4	1.2	0.0321	liver	both_bsaluniq	up
11	CC	GO:0031314	extrinsic component of mitochondrial inn...	10	1	0.03	0.0344	liver	both_bsaluniq	up
12	CC	GO:0032153	cell division site	89	2	0.31	0.0386	liver	both_bsaluniq	up
13	CC	GO:0005922	connexin complex	13	1	0.05	0.0445	liver	both_bsaluniq	up
14	CC	GO:0031093	platelet alpha granule lumen	14	1	0.05	0.0478	liver	both_bsaluniq	up
1	MF	GO:0005344	oxygen carrier activity	7	5	0.03	1.20E-11	liver	both_bsaluniq	up
2	MF	GO:0019825	oxygen binding	17	5	0.06	3.40E-09	liver	both_bsaluniq	up
3	MF	GO:0003857	3-hydroxyacyl-CoA dehydrogenase activity	5	3	0.02	4.80E-07	liver	both_bsaluniq	up
4	MF	GO:0004165	dodecenoyl-CoA delta-isomerase activity	5	2	0.02	0.00013	liver	both_bsaluniq	up
5	MF	GO:0020037	heme binding	136	5	0.5	0.00014	liver	both_bsaluniq	up
6	MF	GO:0004300	enoyl-CoA hydratase activity	7	2	0.03	0.00028	liver	both_bsaluniq	up
7	MF	GO:0042165	neurotransmitter binding	12	2	0.04	0.00087	liver	both_bsaluniq	up
8	MF	GO:0003995	acyl-CoA dehydrogenase activity	12	2	0.04	0.00087	liver	both_bsaluniq	up
9	MF	GO:0071949	FAD binding	41	2	0.15	0.01009	liver	both_bsaluniq	up
10	MF	GO:0003924	GTPase activity	255	4	0.95	0.01461	liver	both_bsaluniq	up
11	MF	GO:0050660	flavin adenine dinucleotide binding	94	4	0.35	0.01536	liver	both_bsaluniq	up
12	MF	GO:0004027	alcohol sulfotransferase activity	5	1	0.02	0.01841	liver	both_bsaluniq	up
13	MF	GO:0102756	very-long-chain 3-ketoacyl-CoA synthase ...	6	1	0.02	0.02206	liver	both_bsaluniq	up
14	MF	GO:0102336	3-oxo-arachidoyl-CoA synthase activity	6	1	0.02	0.02206	liver	both_bsaluniq	up
15	MF	GO:0102337	3-oxo-cerotoyl-CoA synthase activity	6	1	0.02	0.02206	liver	both_bsaluniq	up
16	MF	GO:0102338	3-oxo-lignoceronyl-CoA synthase activity	6	1	0.02	0.02206	liver	both_bsaluniq	up
17	MF	GO:0008330	protein tyrosine/threonine phosphatase a...	6	1	0.02	0.02206	liver	both_bsaluniq	up
18	MF	GO:0009922	fatty acid elongase activity	6	1	0.02	0.02206	liver	both_bsaluniq	up
19	MF	GO:0031995	insulin-like growth factor II binding	7	1	0.03	0.02569	liver	both_bsaluniq	up
20	MF	GO:0005243	gap junction channel activity	7	1	0.03	0.02569	liver	both_bsaluniq	up
21	MF	GO:0047499	calcium-independent phospholipase A2 act...	8	1	0.03	0.0293	liver	both_bsaluniq	up
22	MF	GO:0015651	quaternary ammonium group transmembrane ...	8	1	0.03	0.0293	liver	both_bsaluniq	up
23	MF	GO:0016616	"oxidoreductase activity, acting on the C..."	104	5	0.39	0.03112	liver	both_bsaluniq	up
24	MF	GO:0004062	aryl sulfotransferase activity	9	1	0.03	0.0329	liver	both_bsaluniq	up
25	MF	GO:0048273	mitogen-activated protein kinase p38 bin...	9	1	0.03	0.0329	liver	both_bsaluniq	up
26	MF	GO:0102391	decanoate-CoA ligase activity	9	1	0.03	0.0329	liver	both_bsaluniq	up
27	MF	GO:0005523	tropomyosin binding	9	1	0.03	0.0329	liver	both_bsaluniq	up
28	MF	GO:0070402	NADPH binding	10	1	0.04	0.03649	liver	both_bsaluniq	up
29	MF	GO:0017110	nucleoside-diphosphatase activity	11	1	0.04	0.04007	liver	both_bsaluniq	up
30	MF	GO:0047498	calcium-dependent phospholipase A2 activ...	11	1	0.04	0.04007	liver	both_bsaluniq	up
31	MF	GO:0009374	biotin binding	12	1	0.04	0.04364	liver	both_bsaluniq	up
32	MF	GO:0004499	"N,N-dimethylaniline monooxygenase activi..."	12	1	0.04	0.04364	liver	both_bsaluniq	up
33	MF	GO:0008970	phospholipase A1 activity	12	1	0.04	0.04364	liver	both_bsaluniq	up
34	MF	GO:0005525	GTP binding	366	4	1.36	0.04637	liver	both_bsaluniq	up
35	MF	GO:0044183	protein binding involved in protein fold...	13	1	0.05	0.04719	liver	both_bsaluniq	up
36	MF	GO:0005283	amino acid:sodium symporter activity	13	1	0.05	0.04719	liver	both_bsaluniq	up
37	MF	GO:0048038	quinone binding	13	1	0.05	0.04719	liver	both_bsaluniq	up
38	MF	GO:0001968	fibronectin binding	13	1	0.05	0.04719	liver	both_bsaluniq	up
39	MF	GO:0008253	5'-nucleotidase activity	13	1	0.05	0.04719	liver	both_bsaluniq	up
1	BP	GO:0009804	coumarin metabolic process	5	3	0.04	6.20E-06	skin	both_bsaluniq	down
2	BP	GO:0019373	epoxygenase P450 pathway	17	4	0.15	1.20E-05	skin	both_bsaluniq	down
3	BP	GO:0038109	Kit signaling pathway	7	3	0.06	2.10E-05	skin	both_bsaluniq	down
4	BP	GO:0034356	NAD biosynthesis via nicotinamide ribosi...	8	3	0.07	3.40E-05	skin	both_bsaluniq	down
5	BP	GO:0042738	exogenous drug catabolic process	27	4	0.23	8.00E-05	skin	both_bsaluniq	down
6	BP	GO:0006805	xenobiotic metabolic process	70	7	0.6	0.00019	skin	both_bsaluniq	down
7	BP	GO:0090130	tissue migration	280	5	2.42	0.00043	skin	both_bsaluniq	down
8	BP	GO:0051122	hepoxilin biosynthetic process	6	2	0.05	0.00109	skin	both_bsaluniq	down
9	BP	GO:0006725	cellular aromatic compound metabolic pro...	4927	35	42.58	0.00121	skin	both_bsaluniq	down
10	BP	GO:0042178	xenobiotic catabolic process	7	2	0.06	0.00151	skin	both_bsaluniq	down
11	BP	GO:0006729	tetrahydrobiopterin biosynthetic process	8	2	0.07	0.002	skin	both_bsaluniq	down
12	BP	GO:0006572	tyrosine catabolic process	8	2	0.07	0.002	skin	both_bsaluniq	down
13	BP	GO:0019372	lipoxygenase pathway	8	2	0.07	0.002	skin	both_bsaluniq	down
14	BP	GO:0031100	animal organ regeneration	64	4	0.55	0.00226	skin	both_bsaluniq	down
15	BP	GO:0006559	L-phenylalanine catabolic process	9	2	0.08	0.00256	skin	both_bsaluniq	down
16	BP	GO:0009636	response to toxic substance	311	8	2.69	0.00273	skin	both_bsaluniq	down
17	BP	GO:1901360	organic cyclic compound metabolic proces...	5080	36	43.9	0.00278	skin	both_bsaluniq	down
18	BP	GO:0030449	regulation of complement activation	11	2	0.1	0.00387	skin	both_bsaluniq	down
19	BP	GO:0043484	regulation of RNA splicing	117	4	1.01	0.00423	skin	both_bsaluniq	down
20	BP	GO:0048009	insulin-like growth factor receptor sign...	38	3	0.33	0.00426	skin	both_bsaluniq	down
21	BP	GO:0006936	muscle contraction	293	7	2.53	0.00741	skin	both_bsaluniq	down
22	BP	GO:0032402	melanosome transport	16	2	0.14	0.00821	skin	both_bsaluniq	down
23	BP	GO:0006958	"complement activation, classical pathway"	16	2	0.14	0.00821	skin	both_bsaluniq	down
24	BP	GO:0006558	L-phenylalanine metabolic process	10	3	0.09	0.00851	skin	both_bsaluniq	down
25	BP	GO:0060402	calcium ion transport into cytosol	127	3	1.1	0.00858	skin	both_bsaluniq	down
26	BP	GO:0099111	microtubule-based transport	195	3	1.69	0.00862	skin	both_bsaluniq	down
27	BP	GO:0048251	elastic fiber assembly	17	2	0.15	0.00925	skin	both_bsaluniq	down
28	BP	GO:0009404	toxin metabolic process	17	2	0.15	0.00925	skin	both_bsaluniq	down
29	BP	GO:1901385	regulation of voltage-gated calcium chan...	26	3	0.22	0.01134	skin	both_bsaluniq	down
30	BP	GO:0043651	linoleic acid metabolic process	19	2	0.16	0.01151	skin	both_bsaluniq	down
31	BP	GO:0019369	arachidonic acid metabolic process	43	7	0.37	0.01177	skin	both_bsaluniq	down
32	BP	GO:0010975	regulation of neuron projection developm...	554	6	4.79	0.01284	skin	both_bsaluniq	down
33	BP	GO:0043069	negative regulation of programmed cell d...	597	5	5.16	0.01442	skin	both_bsaluniq	down
34	BP	GO:1901380	negative regulation of potassium ion tra...	19	2	0.16	0.01709	skin	both_bsaluniq	down
35	BP	GO:0008366	axon ensheathment	100	2	0.86	0.01719	skin	both_bsaluniq	down
36	BP	GO:0008344	adult locomotory behavior	49	3	0.42	0.01784	skin	both_bsaluniq	down
37	BP	GO:0010875	positive regulation of cholesterol efflu...	24	2	0.21	0.01806	skin	both_bsaluniq	down
38	BP	GO:0038093	Fc receptor signaling pathway	68	3	0.59	0.021	skin	both_bsaluniq	down
39	BP	GO:0008217	regulation of blood pressure	97	3	0.84	0.02245	skin	both_bsaluniq	down
40	BP	GO:0098754	detoxification	33	2	0.29	0.02555	skin	both_bsaluniq	down
41	BP	GO:0050776	regulation of immune response	535	11	4.62	0.02715	skin	both_bsaluniq	down
42	BP	GO:0072132	mesenchyme morphogenesis	30	2	0.26	0.02752	skin	both_bsaluniq	down
43	BP	GO:0022008	neurogenesis	1479	14	12.78	0.03128	skin	both_bsaluniq	down
44	BP	GO:0019439	aromatic compound catabolic process	476	5	4.11	0.03327	skin	both_bsaluniq	down
45	BP	GO:0018904	ether metabolic process	15	2	0.13	0.03388	skin	both_bsaluniq	down
46	BP	GO:0032259	methylation	285	6	2.46	0.03724	skin	both_bsaluniq	down
47	BP	GO:0030241	skeletal muscle myosin thick filament as...	86	3	0.74	0.03839	skin	both_bsaluniq	down
48	BP	GO:0006643	membrane lipid metabolic process	152	5	1.31	0.04153	skin	both_bsaluniq	down
49	BP	GO:0009188	ribonucleoside diphosphate biosynthetic ...	5	1	0.04	0.04248	skin	both_bsaluniq	down
50	BP	GO:0060591	chondroblast differentiation	5	1	0.04	0.04248	skin	both_bsaluniq	down
51	BP	GO:0014722	regulation of skeletal muscle contractio...	5	1	0.04	0.04248	skin	both_bsaluniq	down
52	BP	GO:2000173	negative regulation of branching morphog...	5	1	0.04	0.04248	skin	both_bsaluniq	down
53	BP	GO:0002318	myeloid progenitor cell differentiation	5	1	0.04	0.04248	skin	both_bsaluniq	down
54	BP	GO:0010359	regulation of anion channel activity	5	1	0.04	0.04248	skin	both_bsaluniq	down
55	BP	GO:0051006	positive regulation of lipoprotein lipas...	5	1	0.04	0.04248	skin	both_bsaluniq	down
56	BP	GO:0060336	negative regulation of interferon-gamma-...	5	1	0.04	0.04248	skin	both_bsaluniq	down
57	BP	GO:0009597	detection of virus	5	1	0.04	0.04248	skin	both_bsaluniq	down
58	BP	GO:1903860	negative regulation of dendrite extensio...	5	1	0.04	0.04248	skin	both_bsaluniq	down
59	BP	GO:0003278	apoptotic process involved in heart morp...	5	1	0.04	0.04248	skin	both_bsaluniq	down
60	BP	GO:1904800	negative regulation of neuron remodeling	5	1	0.04	0.04248	skin	both_bsaluniq	down
61	BP	GO:0048563	post-embryonic animal organ morphogenesi...	5	1	0.04	0.04248	skin	both_bsaluniq	down
62	BP	GO:0048550	negative regulation of pinocytosis	5	1	0.04	0.04248	skin	both_bsaluniq	down
63	BP	GO:2000669	negative regulation of dendritic cell ap...	5	1	0.04	0.04248	skin	both_bsaluniq	down
64	BP	GO:0002041	intussusceptive angiogenesis	5	1	0.04	0.04248	skin	both_bsaluniq	down
65	BP	GO:0035549	positive regulation of interferon-beta s...	5	1	0.04	0.04248	skin	both_bsaluniq	down
66	BP	GO:0042360	vitamin E metabolic process	5	1	0.04	0.04248	skin	both_bsaluniq	down
67	BP	GO:0009996	negative regulation of cell fate specifi...	5	1	0.04	0.04248	skin	both_bsaluniq	down
68	BP	GO:0030217	T cell differentiation	179	3	1.55	0.04268	skin	both_bsaluniq	down
69	BP	GO:0048739	cardiac muscle fiber development	92	3	0.8	0.04541	skin	both_bsaluniq	down
70	BP	GO:0010243	response to organonitrogen compound	739	11	6.39	0.04655	skin	both_bsaluniq	down
71	BP	GO:0019233	sensory perception of pain	41	2	0.35	0.04881	skin	both_bsaluniq	down
1	CC	GO:0030016	myofibril	321	9	2.78	0.0012	skin	both_bsaluniq	down
2	CC	GO:0032982	myosin filament	40	3	0.35	0.005	skin	both_bsaluniq	down
3	CC	GO:0030315	T-tubule	42	3	0.36	0.0057	skin	both_bsaluniq	down
4	CC	GO:0031090	organelle membrane	2680	24	23.21	0.0062	skin	both_bsaluniq	down
5	CC	GO:0044291	cell-cell contact zone	66	3	0.57	0.0092	skin	both_bsaluniq	down
6	CC	GO:0043034	costamere	18	2	0.16	0.0104	skin	both_bsaluniq	down
7	CC	GO:0072562	blood microparticle	27	2	0.23	0.0227	skin	both_bsaluniq	down
8	CC	GO:0009897	external side of plasma membrane	139	5	1.2	0.0278	skin	both_bsaluniq	down
9	CC	GO:0016460	myosin II complex	52	3	0.45	0.0338	skin	both_bsaluniq	down
10	CC	GO:0005789	endoplasmic reticulum membrane	948	14	8.21	0.0352	skin	both_bsaluniq	down
1	MF	GO:0008112	nicotinamide N-methyltransferase activit...	7	4	0.07	3.00E-07	skin	both_bsaluniq	down
2	MF	GO:0005506	iron ion binding	170	10	1.67	6.70E-06	skin	both_bsaluniq	down
3	MF	GO:0008392	arachidonic acid epoxygenase activity	16	4	0.16	1.50E-05	skin	both_bsaluniq	down
4	MF	GO:0020037	heme binding	136	8	1.34	5.80E-05	skin	both_bsaluniq	down
5	MF	GO:0070330	aromatase activity	47	5	0.46	9.30E-05	skin	both_bsaluniq	down
6	MF	GO:0005159	insulin-like growth factor receptor bind...	11	3	0.11	0.00014	skin	both_bsaluniq	down
7	MF	GO:0016702	"oxidoreductase activity, acting on singl..."	32	4	0.31	0.00026	skin	both_bsaluniq	down
8	MF	GO:0008395	steroid hydroxylase activity	37	4	0.36	0.00046	skin	both_bsaluniq	down
9	MF	GO:0004364	glutathione transferase activity	17	3	0.17	0.00057	skin	both_bsaluniq	down
10	MF	GO:0032027	myosin light chain binding	7	2	0.07	0.00195	skin	both_bsaluniq	down
11	MF	GO:0045159	myosin II binding	9	2	0.09	0.00329	skin	both_bsaluniq	down
12	MF	GO:0043548	phosphatidylinositol 3-kinase binding	32	3	0.31	0.00373	skin	both_bsaluniq	down
13	MF	GO:0005158	insulin receptor binding	33	3	0.32	0.00407	skin	both_bsaluniq	down
14	MF	GO:0097001	ceramide binding	11	2	0.11	0.00497	skin	both_bsaluniq	down
15	MF	GO:0042169	SH2 domain binding	36	3	0.35	0.00522	skin	both_bsaluniq	down
16	MF	GO:0044548	S100 protein binding	12	2	0.12	0.00592	skin	both_bsaluniq	down
17	MF	GO:0019955	cytokine binding	74	4	0.73	0.00602	skin	both_bsaluniq	down
18	MF	GO:0004714	transmembrane receptor protein tyrosine ...	82	4	0.81	0.00862	skin	both_bsaluniq	down
19	MF	GO:0019825	oxygen binding	17	2	0.17	0.01182	skin	both_bsaluniq	down
20	MF	GO:0030898	actin-dependent ATPase activity	21	2	0.21	0.01779	skin	both_bsaluniq	down
21	MF	GO:0016741	"transferase activity, transferring one-c..."	258	8	2.53	0.01888	skin	both_bsaluniq	down
22	MF	GO:0016769	"transferase activity, transferring nitro..."	25	2	0.25	0.01943	skin	both_bsaluniq	down
23	MF	GO:0004497	monooxygenase activity	125	10	1.23	0.02075	skin	both_bsaluniq	down
24	MF	GO:0051959	dynein light intermediate chain binding	23	2	0.23	0.02116	skin	both_bsaluniq	down
25	MF	GO:0005516	calmodulin binding	301	7	2.96	0.02901	skin	both_bsaluniq	down
26	MF	GO:0051015	actin filament binding	315	7	3.09	0.03581	skin	both_bsaluniq	down
27	MF	GO:0008201	heparin binding	129	4	1.27	0.03826	skin	both_bsaluniq	down
28	MF	GO:0016712	"oxidoreductase activity, acting on paire..."	52	6	0.51	0.04656	skin	both_bsaluniq	down
29	MF	GO:0097493	structural molecule activity conferring ...	60	3	0.59	0.04804	skin	both_bsaluniq	down
30	MF	GO:0004064	arylesterase activity	5	1	0.05	0.04815	skin	both_bsaluniq	down
31	MF	GO:0004027	alcohol sulfotransferase activity	5	1	0.05	0.04815	skin	both_bsaluniq	down
32	MF	GO:0004970	ionotropic glutamate receptor activity	5	1	0.05	0.04815	skin	both_bsaluniq	down
33	MF	GO:0019238	cyclohydrolase activity	5	1	0.05	0.04815	skin	both_bsaluniq	down
34	MF	GO:0004790	thioether S-methyltransferase activity	5	1	0.05	0.04815	skin	both_bsaluniq	down
35	MF	GO:0004030	aldehyde dehydrogenase [NAD(P)+] activit...	5	1	0.05	0.04815	skin	both_bsaluniq	down
36	MF	GO:0043295	glutathione binding	5	1	0.05	0.04815	skin	both_bsaluniq	down
37	MF	GO:0102707	S-adenosyl-L-methionine:beta-alanine N-m...	5	1	0.05	0.04815	skin	both_bsaluniq	down
38	MF	GO:0004687	myosin light chain kinase activity	5	1	0.05	0.04815	skin	both_bsaluniq	down
39	MF	GO:0030748	amine N-methyltransferase activity	5	1	0.05	0.04815	skin	both_bsaluniq	down
40	MF	GO:0015038	glutathione disulfide oxidoreductase act...	5	1	0.05	0.04815	skin	both_bsaluniq	down
1	BP	GO:0006853	carnitine shuttle	8	2	0.02	0.00019	skin	both_bsaluniq	up
