gene	GO_ID
comp1732467	GO:0003824, GO:0004339, GO:0004558, GO:0005886, GO:0005983, GO:0016021, GO:0016160, GO:0016324, GO:0030246, GO:0032450, GO:0043312, GO:0044245, GO:0070062, GO:0070821, GO:0101003
comp1732542	
comp1732582	GO:0005634
comp1733940	GO:0003677, GO:0005634, GO:0007275, GO:0046983
comp173453	
comp1736787	GO:0005102, GO:0005615, GO:0007411, GO:0016020, GO:0030054, GO:0030307, GO:0043083, GO:0045202, GO:0050806, GO:0051260, GO:0098978, GO:0099645
comp1737953	GO:0000086, GO:0000122, GO:0000977, GO:0001570, GO:0001889, GO:0003677, GO:0003700, GO:0005634, GO:0006281, GO:0006366, GO:0006978, GO:0008284, GO:0019901, GO:0032873, GO:0042127, GO:0043565, GO:0044212, GO:0045892, GO:0045893, GO:0045944, GO:0046578, GO:0071156, GO:0090344, GO:2000377, GO:2000781
comp1738603	GO:0003700, GO:0005634, GO:0043565, GO:0044212, GO:0045892, GO:0046872
comp173890	NA
comp173947	GO:0003779, GO:0005737, GO:0005856, GO:0005912, GO:0009986
comp1739496	GO:0005229, GO:0005788, GO:0005886, GO:0006821, GO:0016021, GO:0034220, GO:0043687, GO:0044267
comp1739670	GO:0000981, GO:0003677, GO:0005634, GO:0046872
comp174022	GO:0002011, GO:0002088, GO:0003407, GO:0005109, GO:0005615, GO:0008283, GO:0010842, GO:0016055, GO:0030182, GO:0035115, GO:0045165, GO:0045665, GO:0045686, GO:0045743, GO:0060070, GO:0060173, GO:0060219, GO:0060828, GO:0060900, GO:0061072, GO:0061303, GO:0090270, GO:0090271
comp1740610	GO:0003924, GO:0005525, GO:0005829, GO:0005940, GO:0015630, GO:0030054, GO:0031105, GO:0032947, GO:0042734, GO:0042802, GO:0043005, GO:0061640, GO:0098793, GO:0099569
comp1743855	GO:0005089, GO:0005737, GO:0035023
comp1744352	GO:0016021, GO:0016491
comp1745474	GO:0003774, GO:0003779, GO:0005524, GO:0030016, GO:0032982
comp1745762	GO:0016757
comp174617	GO:0016567, GO:0035556, GO:0042802, GO:0043621, GO:0051260, GO:0097602
comp1746784	GO:0005198, GO:0005200, GO:0005634, GO:0005829, GO:0005856, GO:0005886, GO:0006887, GO:0006888, GO:0007010, GO:0007165, GO:0008093, GO:0009898, GO:0010638, GO:0014731, GO:0016020, GO:0016323, GO:0016529, GO:0019899, GO:0019903, GO:0030018, GO:0030507, GO:0030673, GO:0031430, GO:0042383, GO:0043194, GO:0044325, GO:0045199, GO:0045211, GO:0051117, GO:0072659
comp1747729	GO:0004623, GO:0005886, GO:0006656, GO:0008970, GO:0016021, GO:0016298, GO:0034338, GO:0044255, GO:0046470, GO:0047372, GO:0051792, GO:0051793, GO:0052739, GO:0052740, GO:0102567, GO:0102568
comp1748618	GO:0003677, GO:0005634, GO:0008270
comp1750086	GO:0005640, GO:0005737, GO:0007097, GO:0008285, GO:0016020, GO:0016021, GO:0031175, GO:0034993, GO:0051015, GO:0051647, GO:0090286
comp1750093	GO:0003779, GO:0004687, GO:0005516, GO:0005524, GO:0005737, GO:0005856, GO:0030027, GO:0032154, GO:0046872
comp1750841	GO:0001555, GO:0001701, GO:0003713, GO:0005654, GO:0006342, GO:0008284, GO:0010468, GO:0033148, GO:0035097, GO:0042393, GO:0042800, GO:0043627, GO:0044212, GO:0044666, GO:0045944, GO:0046872, GO:0048477, GO:0051568
comp1751150	GO:0003924, GO:0005525, GO:0005622, GO:0005794, GO:0005886, GO:0006886, GO:0006914, GO:0010506, GO:0016192, GO:0030659, GO:0031489, GO:0031982, GO:0032482, GO:0043005, GO:0050808
comp175157	GO:0005201, GO:0005509, GO:0005604, GO:0005913, GO:0005938, GO:0007049, GO:0007156, GO:0007157, GO:0007601, GO:0009617, GO:0032154, GO:0038023, GO:0042803, GO:0050839, GO:0051301, GO:0062023, GO:0070062
comp17521	GO:0008168
comp175311	GO:0001578, GO:0005737, GO:0008017, GO:0015630
comp1753812	GO:0016740, GO:0043123, GO:0043130, GO:0046872, GO:0071797, GO:0097039
comp175501	GO:0007264, GO:0008321
comp1755138	GO:0000184, GO:0003677, GO:0003723, GO:0004004, GO:0004540, GO:0005524, GO:0005654, GO:0005737, GO:0016020, GO:0019216, GO:0030374, GO:0045944, GO:0046872
comp1756799	GO:0005215, GO:0005768, GO:0005769, GO:0005829, GO:0005886, GO:0006893, GO:0006897, GO:0008823, GO:0009725, GO:0010008, GO:0015677, GO:0030140, GO:0030173, GO:0045055, GO:0046872, GO:0052851, GO:0055072, GO:0055114, GO:0098706
comp175963	GO:0005089, GO:0035023
comp176000	GO:0004197, GO:0005615, GO:0005764, GO:0051603
comp1760020	GO:0005543, GO:0005737, GO:0005829, GO:0005856, GO:0005886, GO:0007010, GO:0007015, GO:0008092, GO:0030054, GO:0030659, GO:0032587, GO:0043195, GO:0043679, GO:0045202, GO:0048471, GO:0048488, GO:0048812, GO:0072657, GO:0072659, GO:0097320, GO:0098839, GO:0098978, GO:0099149, GO:1900006
comp1761706	GO:0005615, GO:0005886, GO:0008239, GO:0008270, GO:0016324, GO:0016999, GO:0030336, GO:0031225, GO:0031528, GO:0034235, GO:0035690, GO:0043027, GO:0043066, GO:0043154, GO:0045177, GO:0050667, GO:0070573, GO:0071277, GO:0071732, GO:0072341
comp176298	GO:0003677, GO:0003700, GO:0005654, GO:0034399, GO:0046872
comp1763051	GO:0000122, GO:0000978, GO:0005634, GO:0008270, GO:0044212, GO:0045893
comp1763183	GO:0004109, GO:0005739, GO:0006779, GO:0046872, GO:0051539
comp1765294	GO:0000981, GO:0003676, GO:0005634, GO:0030853, GO:0045650, GO:0045656, GO:0046872, GO:2001199, GO:2001200
comp1765827	GO:0016021
comp176633	GO:0000186, GO:0001568, GO:0005085, GO:0005737, GO:0005769, GO:0005829, GO:0007165, GO:0007169, GO:0010976, GO:0017034, GO:0017124, GO:0019221, GO:0030670, GO:0032486, GO:0032991, GO:0038180, GO:0043547, GO:0046328, GO:0046579, GO:0046580, GO:0048008, GO:0048471, GO:0051898, GO:0061028, GO:0070373, GO:0070374, GO:0071320, GO:0090090, GO:0090630, GO:0098609, GO:1901888, GO:1905451, GO:1990090, GO:2000178
comp1767144	GO:0004842, GO:0006511, GO:0019005, GO:0043161
comp176739	GO:0005522, GO:0005737, GO:0005856, GO:0005886, GO:0005911, GO:0005921, GO:0005938, GO:0007015, GO:0008092, GO:0010643, GO:0010644, GO:0010811, GO:0010976, GO:0014069, GO:0015629, GO:0016020, GO:0030027, GO:0030175, GO:0030425, GO:0030426, GO:0030833, GO:0031915, GO:0032232, GO:0032279, GO:0032507, GO:0043025, GO:0043197, GO:0043198, GO:0044295, GO:0044308, GO:0044309, GO:0045211, GO:0045773, GO:0048471, GO:0048699, GO:0051015, GO:0051220, GO:0051489, GO:0060076, GO:0060134, GO:0061003, GO:0061351, GO:0071356, GO:0071560, GO:0090327, GO:0098828, GO:0098871, GO:0098974, GO:0098978, GO:0099524, GO:1900026, GO:1902685, GO:1902737, GO:1902897, GO:1904113, GO:1904622, GO:2000463
comp1767452	GO:0000794, GO:0002020, GO:0002576, GO:0003300, GO:0004674, GO:0004713, GO:0005509, GO:0005516, GO:0005524, GO:0005576, GO:0005829, GO:0005865, GO:0006936, GO:0006941, GO:0007076, GO:0008307, GO:0010628, GO:0010737, GO:0019899, GO:0019901, GO:0030017, GO:0030018, GO:0030049, GO:0030240, GO:0030241, GO:0031430, GO:0031433, GO:0031674, GO:0035995, GO:0042802, GO:0042805, GO:0043621, GO:0045214, GO:0045859, GO:0048739, GO:0048769, GO:0050714, GO:0050790, GO:0051015, GO:0051371, GO:0051592, GO:0055003, GO:0055008, GO:0060048, GO:0070062, GO:0071688, GO:0097493
comp1767737	GO:0000278, GO:0000784, GO:0003682, GO:0003688, GO:0005524, GO:0005664, GO:0006270, GO:0033314, GO:0046872
comp176797	GO:0000122, GO:0000981, GO:0003677, GO:0005634, GO:0006260, GO:0045944
comp176936	GO:0000981, GO:0003677, GO:0005634, GO:0008270
comp1769472	GO:0005085, GO:0005737, GO:0016020, GO:0019208, GO:0043087
comp1769527	GO:0005604, GO:0007154, GO:0007160, GO:0016021, GO:0030246, GO:0046872, GO:0097094
comp1770661	GO:0003746, GO:0003924, GO:0005525, GO:0005737
comp177119	GO:0005615, GO:0007275, GO:0008285, GO:0017147, GO:0030154, GO:0030178, GO:0030510, GO:0035567, GO:0043433, GO:0051898, GO:0060070, GO:0090090, GO:2000057
comp1771511	GO:0001960, GO:0005886, GO:0006953, GO:0007165, GO:0016020, GO:0016021, GO:0031665, GO:0043433, GO:0045079, GO:0071345
comp1771962	GO:0001042, GO:0001889, GO:0003677, GO:0004713, GO:0004714, GO:0005524, GO:0005634, GO:0005886, GO:0005887, GO:0005902, GO:0007169, GO:0007417, GO:0007422, GO:0007519, GO:0008284, GO:0009925, GO:0010001, GO:0014068, GO:0016323, GO:0016324, GO:0030182, GO:0030307, GO:0031625, GO:0032570, GO:0032886, GO:0035556, GO:0042127, GO:0042493, GO:0043066, GO:0043219, GO:0043235, GO:0043410, GO:0043586, GO:0044849, GO:0045121, GO:0045211, GO:0045595, GO:0045727, GO:0045943, GO:0046579, GO:0046777, GO:0046982, GO:0048471, GO:0048485, GO:0048678, GO:0051879, GO:0060056, GO:0070372, GO:0071363, GO:0071364, GO:0090314
comp1773450	GO:0005096, GO:0005634, GO:0005737, GO:0046982, GO:0051056, GO:0090630
comp1773874	GO:0005096, GO:0005829, GO:0007165, GO:0051056
comp177502	GO:0005524, GO:0005737, GO:0016887
comp1775028	GO:0005525, GO:0005634, GO:0005829
comp1775061	GO:0002244, GO:0005201, GO:0005581, GO:0005615, GO:0030020, GO:0030198, GO:0031012, GO:0062023
comp177579	GO:0000139, GO:0001537, GO:0006790, GO:0007417, GO:0016021, GO:0016051, GO:0030166, GO:0042446
comp177607	GO:0000281, GO:0005737, GO:0005813, GO:0005874, GO:0016055, GO:0030178, GO:0030496, GO:0051013, GO:0051168, GO:0051255
comp177674	GO:0003677, GO:0005634, GO:0046872
comp1777039	GO:0004597, GO:0016020, GO:0016021, GO:0042264, GO:0046872
comp1777326	GO:0003774, GO:0005516, GO:0005524, GO:0030016, GO:0032982, GO:0051015
comp177761	GO:0000978, GO:0001228, GO:0003677, GO:0003723, GO:0004386, GO:0005524, GO:0005634, GO:0005654, GO:0005730, GO:0005737, GO:0006325, GO:0006355, GO:0008270, GO:0016020, GO:0016567, GO:0016887, GO:0031625, GO:0061630
comp177764	GO:0000278, GO:0000775, GO:0000776, GO:0000922, GO:0000940, GO:0001822, GO:0003682, GO:0005634, GO:0005635, GO:0005654, GO:0005737, GO:0005813, GO:0005819, GO:0005829, GO:0005930, GO:0007059, GO:0007094, GO:0007517, GO:0008022, GO:0008134, GO:0008283, GO:0010389, GO:0015031, GO:0016202, GO:0016363, GO:0021591, GO:0030154, GO:0030496, GO:0036064, GO:0042493, GO:0042803, GO:0045120, GO:0045892, GO:0048471, GO:0051301, GO:0051310, GO:0051382, GO:0051726, GO:0070840, GO:0071897, GO:0097539
comp1778102	GO:0000981, GO:0001162, GO:0003700, GO:0005634, GO:0045892, GO:0046872
comp177906	GO:0005929, GO:0030991, GO:0035721, GO:0060271
comp178051	
comp178120	GO:0030246, GO:0032991, GO:0051018
comp1781612	GO:0001658, GO:0003073, GO:0004222, GO:0005576, GO:0046872, GO:0048232, GO:1902017
comp1783976	GO:0001530, GO:0003723, GO:0003725, GO:0004525, GO:0005634, GO:0005654, GO:0005730, GO:0006396, GO:0010586, GO:0010628, GO:0014069, GO:0016075, GO:0017151, GO:0030422, GO:0031053, GO:0031054, GO:0042254, GO:0042803, GO:0045589, GO:0046332, GO:0046872, GO:0050727, GO:0050829, GO:0050830, GO:0070412, GO:0070877, GO:0070878, GO:2000628
comp1784107	GO:0001738, GO:0001947, GO:0002092, GO:0005813, GO:0005814, GO:0005829, GO:0005911, GO:0005912, GO:0005929, GO:0007169, GO:0007417, GO:0010842, GO:0016192, GO:0030862, GO:0030902, GO:0034613, GO:0035844, GO:0035845, GO:0036038, GO:0036064, GO:0039008, GO:0039023, GO:0042802, GO:0043066, GO:0045944, GO:0050795, GO:0060271, GO:0065001, GO:0070121, GO:0070986, GO:0071599, GO:0097711, GO:0097730
comp1784238	GO:0001750, GO:0001917, GO:0005829, GO:0005886, GO:0007416, GO:0007612, GO:0014069, GO:0016324, GO:0017124, GO:0030054, GO:0030159, GO:0030160, GO:0030425, GO:0030426, GO:0030534, GO:0031526, GO:0035176, GO:0035255, GO:0043005, GO:0043025, GO:0043197, GO:0044309, GO:0045211, GO:0048854, GO:0051124, GO:0051968, GO:0060170, GO:0060291, GO:0060292, GO:0060997, GO:0060999, GO:0071625, GO:0097107, GO:2000311, GO:2000463
comp1785144	GO:0000122, GO:0000790, GO:0000978, GO:0000987, GO:0001102, GO:0001228, GO:0001657, GO:0001666, GO:0001707, GO:0001756, GO:0001889, GO:0001947, GO:0002076, GO:0002520, GO:0003700, GO:0003712, GO:0005160, GO:0005518, GO:0005634, GO:0005637, GO:0005654, GO:0005667, GO:0005737, GO:0005829, GO:0005886, GO:0006919, GO:0006955, GO:0007050, GO:0007179, GO:0007183, GO:0007492, GO:0008270, GO:0009880, GO:0010718, GO:0016202, GO:0017015, GO:0017151, GO:0019049, GO:0019901, GO:0019902, GO:0030308, GO:0030618, GO:0030878, GO:0031490, GO:0031625, GO:0031962, GO:0032332, GO:0032909, GO:0033689, GO:0035259, GO:0038092, GO:0042110, GO:0042803, GO:0043130, GO:0043235, GO:0043425, GO:0045216, GO:0045429, GO:0045599, GO:0045668, GO:0045930, GO:0046982, GO:0048340, GO:0048589, GO:0048617, GO:0048701, GO:0050678, GO:0050728, GO:0050776, GO:0051098, GO:0051481, GO:0060039, GO:0060395, GO:0061045, GO:0070306, GO:0070410, GO:0070412, GO:0070878, GO:0071141, GO:0071144, GO:0097191, GO:1901203, GO:1902895
comp178691	GO:0000287, GO:0004012, GO:0005524, GO:0005783, GO:0005794, GO:0005802, GO:0005886, GO:0007612, GO:0030285, GO:0030335, GO:0042584, GO:0043231, GO:0045332, GO:0061092
comp1787640	GO:0003697, GO:0005524, GO:0006264, GO:0042645, GO:0043139
comp178915	GO:0002011, GO:0005737, GO:0005886, GO:0005913, GO:0005923, GO:0012505, GO:0019904, GO:0032287, GO:0032288, GO:0032991, GO:0035749, GO:0035750, GO:0043219, GO:0043220, GO:0070062, GO:0070830, GO:0072659, GO:0090162
comp1790245	GO:0005813
comp1790252	GO:0003948, GO:0005737, GO:0005764, GO:0006517, GO:0008233, GO:0016787, GO:0051604
comp1790563	GO:0003723, GO:0004386, GO:0005524
comp1791130	
comp1792329	GO:0000137, GO:0005096, GO:0005737, GO:0005886, GO:0006887, GO:0006893, GO:0007409, GO:0008593, GO:0017137, GO:0030424, GO:0030864, GO:0030866, GO:0031901, GO:0032588, GO:0032878, GO:0051294
comp1794893	GO:0005634, GO:0005680, GO:0006511, GO:0007049, GO:0031625, GO:0031915, GO:0045773, GO:0050775, GO:0051301, GO:0070979, GO:0090129
comp17953	GO:0000122, GO:0000977, GO:0000980, GO:0001102, GO:0001158, GO:0001228, GO:0003151, GO:0003677, GO:0003682, GO:0003700, GO:0004402, GO:0005634, GO:0005654, GO:0005737, GO:0005741, GO:0006355, GO:0006357, GO:0006970, GO:0006974, GO:0008134, GO:0008140, GO:0009414, GO:0010628, GO:0016020, GO:0016525, GO:0019901, GO:0031573, GO:0032915, GO:0035497, GO:0035861, GO:0043525, GO:0043565, GO:0045444, GO:0045944, GO:0046872, GO:0046982, GO:0050680, GO:0051091, GO:0060612, GO:0097186, GO:0110024, GO:1902110
comp179532	GO:0001755, GO:0005615, GO:0005887, GO:0007411, GO:0021612, GO:0021637, GO:0021675, GO:0021785, GO:0030215, GO:0030335, GO:0036486, GO:0038191, GO:0040011, GO:0045499, GO:0048843, GO:0048846, GO:0050919, GO:0061549, GO:0071526, GO:0097490, GO:0097491, GO:0098978, GO:0099175, GO:1901166, GO:1902285, GO:1902287
comp1795792	GO:0005576, GO:0008285
comp1797240	
comp179745	GO:0001662, GO:0004842, GO:0005737, GO:0006511, GO:0019005, GO:0031146, GO:0045202, GO:0098685, GO:0098793, GO:0098978, GO:0099575, GO:2000300
comp1797475	GO:0003677, GO:0005634, GO:0006355
comp1800257	GO:0000209, GO:0000281, GO:0001669, GO:0004842, GO:0005737, GO:0005829, GO:0005856, GO:0007051, GO:0007340, GO:0008270, GO:0043014, GO:0051726, GO:0070507
comp180041	GO:0000731, GO:0003684, GO:0003887, GO:0005634, GO:0005654, GO:0005657, GO:0005829, GO:0006260, GO:0006281, GO:0006282, GO:0006290, GO:0009314, GO:0010225, GO:0019985, GO:0035861, GO:0042276, GO:0046872, GO:0070987, GO:0071494
comp1800842	GO:0003824, GO:0005525, GO:0005737, GO:0005829, GO:0006004, GO:0047341
comp1801983	GO:0000149, GO:0003091, GO:0004016, GO:0005080, GO:0005102, GO:0005524, GO:0005768, GO:0005886, GO:0005887, GO:0005929, GO:0006171, GO:0007189, GO:0007212, GO:0008294, GO:0010977, GO:0016020, GO:0019901, GO:0031226, GO:0031528, GO:0032420, GO:0035811, GO:0045121, GO:0046872, GO:0071380, GO:0071870, GO:0072660, GO:0097110, GO:0097746, GO:1904117, GO:1904322
comp1802950	GO:0005634, GO:0005737, GO:0007399, GO:0007528, GO:0021522, GO:0030054, GO:0045211, GO:0045666, GO:0046872
comp180467	GO:0005615, GO:0007420, GO:0014069, GO:0015629, GO:0016567, GO:0030036, GO:0030054, GO:0031208, GO:0032839, GO:0032947, GO:0043025, GO:0045211, GO:0051015
comp180491	GO:0003677, GO:0004519, GO:0005524, GO:0005634, GO:0005654, GO:0005829, GO:0005886, GO:0006281, GO:0006298, GO:0006974, GO:0015630, GO:0016446, GO:0016447, GO:0016887, GO:0032138, GO:0032300, GO:0032389, GO:0036464, GO:0048298, GO:0048304, GO:0051321
comp1805186	GO:0003723, GO:0005634, GO:0006397, GO:0007507, GO:0008270, GO:0008380, GO:0033120
comp1805912	GO:0005524, GO:0005737, GO:0005739, GO:0007283, GO:0007420, GO:0016887, GO:0030154
comp1805921	GO:0000794, GO:0002020, GO:0002576, GO:0003300, GO:0004674, GO:0004713, GO:0005509, GO:0005516, GO:0005524, GO:0005576, GO:0005829, GO:0005865, GO:0006936, GO:0006941, GO:0007076, GO:0008307, GO:0010628, GO:0010737, GO:0019899, GO:0019901, GO:0030017, GO:0030018, GO:0030049, GO:0030240, GO:0030241, GO:0031430, GO:0031433, GO:0031674, GO:0035995, GO:0042802, GO:0042805, GO:0043621, GO:0045214, GO:0045859, GO:0048739, GO:0048769, GO:0050714, GO:0050790, GO:0051015, GO:0051371, GO:0051592, GO:0055003, GO:0055008, GO:0060048, GO:0070062, GO:0071688, GO:0097493
comp1806345	GO:0001702, GO:0001736, GO:0001764, GO:0001843, GO:0001942, GO:0004888, GO:0004930, GO:0005509, GO:0005654, GO:0005886, GO:0005887, GO:0007156, GO:0007165, GO:0007186, GO:0007266, GO:0007267, GO:0007417, GO:0007626, GO:0009952, GO:0016020, GO:0032956, GO:0042060, GO:0042249, GO:0042472, GO:0045176, GO:0046928, GO:0046983, GO:0048105, GO:0060488, GO:0060489, GO:0060490, GO:0090179, GO:0090251
comp1807214	GO:0005102, GO:0005576, GO:0007275, GO:0016055
comp1807905	GO:0000226, GO:0005516, GO:0005794, GO:0005829, GO:0007026, GO:0030507, GO:0031113, GO:0031122, GO:0033043, GO:0050773, GO:0051011, GO:0061564, GO:1903358, GO:1990752
comp1809871	GO:0005604, GO:0007155
comp1810600	GO:0005096, GO:0005509, GO:0005623, GO:0006886, GO:0017137, GO:0090630
comp181096	GO:0000209, GO:0004842, GO:0005737, GO:0005829, GO:0006914, GO:0016020, GO:0030163, GO:0045806, GO:0046755, GO:0046872, GO:0051865, GO:0061630, GO:0070086, GO:1904417, GO:2000786
comp181242	GO:0004021, GO:0006103, GO:0009058, GO:0030170, GO:0042851, GO:0042853
comp1812473	GO:0004674, GO:0005524
comp1812689	GO:0000077, GO:0000209, GO:0004842, GO:0005737, GO:0005829, GO:0006281, GO:0006508, GO:0006516, GO:0006986, GO:0019005, GO:0030246, GO:0030433, GO:0031146, GO:0043687, GO:0044322, GO:0061630
comp1813206	GO:0000794, GO:0001701, GO:0001756, GO:0002020, GO:0003007, GO:0003300, GO:0004674, GO:0004713, GO:0005200, GO:0005509, GO:0005516, GO:0005524, GO:0005859, GO:0005865, GO:0006936, GO:0007507, GO:0007512, GO:0008307, GO:0010628, GO:0010737, GO:0019899, GO:0019901, GO:0021591, GO:0030016, GO:0030017, GO:0030018, GO:0030240, GO:0030241, GO:0030506, GO:0031430, GO:0031433, GO:0031672, GO:0031674, GO:0035995, GO:0042802, GO:0042805, GO:0043056, GO:0043621, GO:0045214, GO:0045859, GO:0048739, GO:0048769, GO:0050714, GO:0050790, GO:0051015, GO:0051371, GO:0051592, GO:0055002, GO:0055003, GO:0055008, GO:0060048, GO:0060419, GO:0071688, GO:1901897
comp1813763	GO:0016787, GO:0046872
comp181385	GO:0003677, GO:0005634, GO:0006355, GO:0046872
comp181434	GO:0000122, GO:0000790, GO:0000978, GO:0001228, GO:0001560, GO:0001570, GO:0001666, GO:0003231, GO:0003257, GO:0003713, GO:0005634, GO:0008134, GO:0008284, GO:0008285, GO:0010667, GO:0010832, GO:0030511, GO:0035035, GO:0035051, GO:0035065, GO:0035886, GO:0042826, GO:0043388, GO:0043954, GO:0045661, GO:0045736, GO:0045893, GO:0045944, GO:0045987, GO:0048286, GO:0048565, GO:0051091, GO:0051145, GO:0051150, GO:0051152, GO:0055007, GO:0055012, GO:0060065, GO:0060157, GO:0061629, GO:0070412, GO:0097070, GO:1900222, GO:1900239, GO:1904706, GO:1904753, GO:2000587, GO:2000721, GO:2000724, GO:2000727, GO:2001015
comp181551	GO:0001658, GO:0001701, GO:0001932, GO:0003339, GO:0005109, GO:0005576, GO:0005615, GO:0007267, GO:0007275, GO:0009267, GO:0009786, GO:0016055, GO:0030182, GO:0030539, GO:0032526, GO:0035150, GO:0039706, GO:0043085, GO:0045165, GO:0048018, GO:0048701, GO:0060021, GO:0060070, GO:0060071, GO:0061038, GO:0061303, GO:0071300, GO:0072003, GO:0072038, GO:0072044, GO:0072046, GO:0072174, GO:0072181, GO:1902455, GO:1904948, GO:1905438
comp181558	GO:0000014, GO:0000019, GO:0000723, GO:0000724, GO:0000729, GO:0000784, GO:0003690, GO:0004518, GO:0004520, GO:0005634, GO:0005654, GO:0005737, GO:0005829, GO:0006260, GO:0006281, GO:0006302, GO:0006303, GO:0006310, GO:0006974, GO:0007004, GO:0007062, GO:0007095, GO:0007129, GO:0007131, GO:0008022, GO:0008283, GO:0008296, GO:0008408, GO:0008409, GO:0016032, GO:0016605, GO:0030145, GO:0030870, GO:0031573, GO:0031860, GO:0031954, GO:0032206, GO:0032481, GO:0032508, GO:0032876, GO:0033674, GO:0035861, GO:0042138, GO:0042802, GO:0043066, GO:0045296, GO:0097552, GO:0110025
comp1815957	GO:0000777, GO:0000922, GO:0005634, GO:0005828, GO:0005829, GO:0005886, GO:0007093, GO:0007096, GO:0015629, GO:0051301, GO:0065003, GO:1990423
comp1816379	GO:0000118, GO:0004407, GO:0005634, GO:0005886, GO:0006325, GO:0008134, GO:0014003, GO:0016575, GO:0032041
comp181753	GO:0001505, GO:0001934, GO:0005109, GO:0005829, GO:0005874, GO:0006366, GO:0006469, GO:0007269, GO:0007411, GO:0007528, GO:0008013, GO:0014069, GO:0016328, GO:0019899, GO:0019901, GO:0021915, GO:0022007, GO:0030136, GO:0030426, GO:0031122, GO:0031410, GO:0032091, GO:0032436, GO:0034504, GO:0035176, GO:0035372, GO:0035556, GO:0035567, GO:0042802, GO:0043005, GO:0043025, GO:0043113, GO:0043197, GO:0045202, GO:0045893, GO:0048365, GO:0048668, GO:0048675, GO:0048813, GO:0050808, GO:0050821, GO:0060070, GO:0060071, GO:0060134, GO:0060997, GO:0071340, GO:0090090, GO:0090103, GO:0090179, GO:0098685, GO:0098793, GO:0098978, GO:0099054, GO:0150012, GO:1903827, GO:1904886, GO:1905386, GO:1990909, GO:2000300, GO:2000463
